0.000	0
0.005	0
0.010	0
0.015	0
0.020	0
0.025	0
0.030	0
0.035	0
0.040	0
0.045	0.000001113
0.050	0.000001385
0.055	0.000001687
0.060	0.000002019
0.065	0.000002385
0.070	0.000002786
0.075	0.000003226
0.080	0.000003708
0.085	0.000004231
0.090	0.000004795
0.095	0.000005395
0.100	0.000006024
0.105	0.000006676
0.110	0.000007342
0.115	0.000008014
0.120	0.000008688
0.125	0.000009359
0.130	0.00001002
0.135	0.00001068
0.140	0.00001132
0.145	0.00001194
0.150	0.00001255
0.155	0.00001314
0.160	0.00001371
0.165	0.00001425
0.170	0.00001477
0.175	0.00001527
0.180	0.00001574
0.185	0.00001618
0.190	0.0000166
0.195	0.00001698
0.200	0.00001734
0.205	0.00001768
0.210	0.00001798
0.215	0.00001825
0.220	0.0000185
0.225	0.00001872
0.230	0.00001892
0.235	0.00001909
0.240	0.00001925
0.245	0.00001937
0.250	0.00001947
0.255	0.00001956
0.260	0.00001962
0.265	0.00001966
0.270	0.00001966
0.275	0.00001963
0.280	0.00001955
0.285	0.00001943
0.290	0.00001925
0.295	0.00001902
0.300	0.00001874
0.305	0.00001841
0.310	0.00001803
0.315	0.00001762
0.320	0.00001718
0.325	0.0000167
0.330	0.00001619
0.335	0.00001565
0.340	0.0000151
0.345	0.00001453
0.350	0.00001394
0.355	0.00001335
0.360	0.00001274
0.365	0.00001213
0.370	0.00001152
0.375	0.00001091
0.380	0.0000103
0.385	0.000009702
0.390	0.000009118
0.395	0.000008561
0.400	0.000008038
0.405	0.000007546
0.410	0.000007082
0.415	0.000006655
0.420	0.000006278
0.425	0.000005955
0.430	0.000005674
0.435	0.000005424
0.440	0.000005201
0.445	0.000004998
0.450	0.000004804
0.455	0.000004613
0.460	0.000004431
0.465	0.000004272
0.470	0.000004142
0.475	0.000004047
0.480	0.000003993
0.485	0.000003985
0.490	0.000004017
0.495	0.000004072
0.500	0.000004132
0.505	0.000004201
0.510	0.000004305
0.515	0.000004463
0.520	0.00000467
0.525	0.000004904
0.530	0.000005147
0.535	0.000005399
0.540	0.000005667
0.545	0.00000596
0.550	0.000006272
0.555	0.000006594
0.560	0.000006924
0.565	0.000007268
0.570	0.00000763
0.575	0.000008014
0.580	0.000008428
0.585	0.000008881
0.590	0.000009377
0.595	0.000009905
0.600	0.00001044
0.605	0.00001096
0.610	0.00001144
0.615	0.00001188
0.620	0.00001227
0.625	0.00001261
0.630	0.00001289
0.635	0.00001313
0.640	0.00001336
0.645	0.00001361
0.650	0.00001388
0.655	0.00001416
0.660	0.00001443
0.665	0.00001466
0.670	0.00001485
0.675	0.00001498
0.680	0.00001509
0.685	0.00001517
0.690	0.00001526
0.695	0.00001536
0.700	0.00001545
0.705	0.00001553
0.710	0.00001559
0.715	0.00001562
0.720	0.00001562
0.725	0.00001558
0.730	0.00001553
0.735	0.00001547
0.740	0.00001541
0.745	0.00001535
0.750	0.00001527
0.755	0.00001516
0.760	0.00001507
0.765	0.00001501
0.770	0.00001497
0.775	0.00001495
0.780	0.00001493
0.785	0.00001488
0.790	0.00001479
0.795	0.00001461
0.800	0.00001434
0.805	0.000014
0.810	0.00001362
0.815	0.00001322
0.820	0.0000128
0.825	0.00001238
0.830	0.00001194
0.835	0.00001145
0.840	0.00001095
0.845	0.00001048
0.850	0.00001004
0.855	0.000009614
0.860	0.000009188
0.865	0.000008749
0.870	0.00000828
0.875	0.000007757
0.880	0.000007186
0.885	0.000006598
0.890	0.000005996
0.895	0.000005356
0.900	0.000004664
0.905	0.000003943
0.910	0.000003232
0.915	0.000002559
0.920	0.000001927
0.925	0.000001331
0.930	0
0.935	0
0.940	0
0.945	0
0.950	-0.000001109
0.955	-0.000001703
0.960	-0.000002393
0.965	-0.00000313
0.970	-0.000003854
0.975	-0.000004555
0.980	-0.000005261
0.985	-0.000005986
0.990	-0.000006698
0.995	-0.00000732
1.000	-0.000007786
1.005	-0.000008119
1.010	-0.000008404
1.015	-0.000008686
1.020	-0.000008928
1.025	-0.000009074
1.030	-0.0000091
1.035	-0.00000899
1.040	-0.000008728
1.045	-0.000008341
1.050	-0.000007919
1.055	-0.000007541
1.060	-0.000007207
1.065	-0.000006861
1.070	-0.000006462
1.075	-0.000005991
1.080	-0.0000054
1.085	-0.000004634
1.090	-0.0000037
1.095	-0.000002662
1.100	-0.000001566
1.105	0
1.110	0
1.115	0.000002089
1.120	0.000003238
1.125	0.000004221
1.130	0.000005073
1.135	0.000005872
1.140	0.000006657
1.145	0.000007409
1.150	0.000008101
1.155	0.000008742
1.160	0.000009386
1.165	0.00001007
1.170	0.00001077
1.175	0.00001148
1.180	0.0000122
1.185	0.00001292
1.190	0.00001367
1.195	0.00001447
1.200	0.00001532
1.205	0.00001617
1.210	0.000017
1.215	0.00001785
1.220	0.00001877
1.225	0.00001972
1.230	0.0000206
1.235	0.00002135
1.240	0.00002198
1.245	0.00002257
1.250	0.00002321
1.255	0.00002392
1.260	0.00002468
1.265	0.00002545
1.270	0.00002622
1.275	0.00002694
1.280	0.00002754
1.285	0.000028
1.290	0.00002833
1.295	0.00002849
1.300	0.00002845
1.305	0.00002817
1.310	0.0000277
1.315	0.0000271
1.320	0.00002645
1.325	0.00002577
1.330	0.00002501
1.335	0.00002407
1.340	0.00002294
1.345	0.0000217
1.350	0.00002045
1.355	0.00001923
1.360	0.00001799
1.365	0.0000167
1.370	0.00001534
1.375	0.00001393
1.380	0.00001252
1.385	0.00001109
1.390	0.000009604
1.395	0.000008
1.400	0.000006257
1.405	0.000004381
1.410	0.000002441
1.415	0
1.420	-0.000001124
1.425	-0.000002584
1.430	-0.000003838
1.435	-0.00000494
1.440	-0.000005909
1.445	-0.000006721
1.450	-0.00000742
1.455	-0.000008122
1.460	-0.000008856
1.465	-0.000009519
1.470	-0.00001001
1.475	-0.0000103
1.480	-0.0000104
1.485	-0.00001034
1.490	-0.00001012
1.495	-0.000009749
1.500	-0.000009244
1.505	-0.000008662
1.510	-0.000008096
1.515	-0.000007666
1.520	-0.000007454
1.525	-0.000007421
1.530	-0.000007425
1.535	-0.000007346
1.540	-0.000007145
1.545	-0.000006841
1.550	-0.000006518
1.555	-0.000006327
1.560	-0.000006416
1.565	-0.000006847
1.570	-0.000007578
1.575	-0.000008552
1.580	-0.000009738
1.585	-0.00001111
1.590	-0.00001259
1.595	-0.00001405
1.600	-0.00001534
1.605	-0.00001627
1.610	-0.00001674
1.615	-0.00001683
1.620	-0.00001671
1.625	-0.00001654
1.630	-0.00001636
1.635	-0.00001614
1.640	-0.00001585
1.645	-0.00001542
1.650	-0.00001484
1.655	-0.00001406
1.660	-0.00001298
1.665	-0.00001162
1.670	-0.00001007
1.675	-0.000008389
1.680	-0.000006579
1.685	-0.000004615
1.690	-0.000002585
1.695	0
1.700	0.000001084
1.705	0.000002752
1.710	0.000004432
1.715	0.000006038
1.720	0.00000737
1.725	0.000008277
1.730	0.000008739
1.735	0.000008843
1.740	0.000008714
1.745	0.00000845
1.750	0.000008095
1.755	0.000007653
1.760	0.000007174
1.765	0.000006793
1.770	0.000006636
1.775	0.000006725
1.780	0.000007004
1.785	0.000007396
1.790	0.000007834
1.795	0.000008285
1.800	0.000008759
1.805	0.000009308
1.810	0.00001001
1.815	0.00001092
1.820	0.00001211
1.825	0.00001357
1.830	0.00001536
1.835	0.00001749
1.840	0.00001978
1.845	0.00002195
1.850	0.00002379
1.855	0.00002526
1.860	0.00002639
1.865	0.0000272
1.870	0.00002777
1.875	0.00002819
1.880	0.00002849
1.885	0.00002862
1.890	0.00002851
1.895	0.00002814
1.900	0.00002753
1.905	0.00002673
1.910	0.00002581
1.915	0.00002484
1.920	0.00002388
1.925	0.0000229
1.930	0.0000218
1.935	0.00002056
1.940	0.00001924
1.945	0.00001796
1.950	0.00001696
1.955	0.00001639
1.960	0.0000163
1.965	0.00001657
1.970	0.00001715
1.975	0.000018
1.980	0.00001905
1.985	0.00002012
1.990	0.00002112
1.995	0.00002203
2.000	0.00002282
2.005	0.00002342
2.010	0.00002371
2.015	0.00002359
2.020	0.00002302
2.025	0.00002212
2.030	0.00002113
2.035	0.00002018
2.040	0.00001921
2.045	0.00001815
2.050	0.00001695
2.055	0.00001552
2.060	0.00001371
2.065	0.00001136
2.070	0.00000843
2.075	0.000005104
2.080	0.000001647
2.085	-0.000001742
2.090	-0.00000491
2.095	-0.000007697
2.100	-0.000009994
2.105	-0.00001178
2.110	-0.00001302
2.115	-0.00001364
2.120	-0.00001362
2.125	-0.00001303
2.130	-0.00001205
2.135	-0.00001078
2.140	-0.000009217
2.145	-0.000007251
2.150	-0.000004743
